Year,Country of origin,Country of origin (ISO),Continent of Origin,Least Developed Countries (LDC),Land Locked Developing Countries (LLDC),Small Island Developing States (SIDS),Economic Growth (from prior year),Population,% <$1.90 a day,% of Famine,Maternal Mortality (Deaths),Maternal Mortality per 100k,Suicide Mortality per 100k,Life Expectancy (Year),% Male (Pop),% Rural Population,Death Rate (Crude) per 1k,Birth Rate (Crude) Per 1k,Natural Increase (Crude) per 1k,% Crop Production to '14-16 ,Gov Education Budget (% of),Country of asylum,Country of asylum (ISO),Authority,Stage of procedure,Cases / Persons,Recognized decisions,Complementary protection,Rejected decisions,Otherwise closed,Total decisions
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Kazakhstan,KAZ,G,FI,P,0,0,16,0,16
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Kyrgyzstan,KGZ,G,FI,P,11,0,0,16,27
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Liechtenstein,LIE,G,FI,P,0,0,0,10,10
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Lithuania,LTU,G,FI,P,0,26,26,21,73
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Luxembourg,LUX,G,FI,P,0,0,5,26,31
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Latvia,LVA,G,FI,P,0,0,37,55,92
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Rep. of Moldova,MDA,G,FI,P,0,93,29,50,172
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Mexico,MEX,G,FI,P,5,0,0,0,5
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Malta,MLT,G,FI,P,0,51,0,5,56
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Netherlands,NLD,G,FI,P,5,0,387,60,452
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Norway,NOR,G,FI,P,0,0,53,35,88
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Peru,PER,G,FI,P,11,0,0,0,11
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Poland,POL,G,FI,P,0,5,1776,766,2547
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Portugal,PRT,G,FI,P,0,118,0,166,284
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Romania,ROU,G,FI,P,18,5,17,5,45
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,South Africa,ZAF,G,FI,P,0,0,5,0,5
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Russian Federation,RUS,G,FI,P,84,0,1790,0,1874
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Serbia and Kosovo: S/RES/1244 (1999),SRB,G,FI,P,12,0,0,0,12
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Spain,ESP,G,FI,P,0,0,5,0,5
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Slovakia,SVK,G,FI,P,0,12,10,21,43
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Slovenia,SVN,G,FI,P,0,0,17,11,28
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Sweden,SWE,G,FI,P,0,25,438,389,852
2015,Ukraine,UKR,Europe,0,0,0,-9.8%," 46,787,786 ",0.1%,2.5%,97 ,21 ,22 ,71 ,46%,31%,14.90,10.70,-4.20,96%,13%,Switzerland,CHE,G,FI,P,0,0,196,42,238
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Argentina,ARG,G,FI,P,41,0,5,5,51
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Armenia,ARM,G,FI,P,5,0,0,0,5
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Australia,AUS,G,FI,P,5,0,13,0,18
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Belgium,BEL,G,FI,P,56,5,109,11,181
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Belarus,BLR,G,FI,P,0,560,18,84,662
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Brazil,BRA,G,FI,P,5,0,0,0,5
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Bulgaria,BGR,G,FI,P,0,0,34,0,34
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Canada,CAN,G,FI,P,154,0,72,14,240
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Chile,CHL,G,FI,P,0,0,0,5,5
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Costa Rica,CRI,G,FI,P,5,0,0,0,5
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Cyprus,CYP,G,FI,P,0,0,0,24,24
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Czechia,CZE,G,FI,P,5,46,306,180,537
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Denmark,DNK,G,FI,P,0,0,42,0,42
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Estonia,EST,G,FI,P,0,22,13,5,40
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Finland,FIN,G,FI,P,0,0,47,23,70
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,France,FRA,G,FI,P,143,71,847,0,1061
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,0,0,105,32,137
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Georgia,GEO,G,FI,P,0,51,5,17,73
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Greece,GRC,G,FI,P,0,24,68,27,119
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Croatia,HRV,G,FI,P,0,0,0,5,5
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Iceland,ISL,G,FI,P,0,5,5,5,15
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Ireland,IRL,G,FI,P,10,0,27,5,42
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Italy,ITA,G,FI,P,55,1795,1394,0,3244
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Kyrgyzstan,KGZ,G,FI,P,11,0,0,0,11
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Liechtenstein,LIE,G,FI,P,0,5,0,0,5
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Lithuania,LTU,G,FI,P,0,0,22,14,36
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Luxembourg,LUX,G,FI,P,0,0,10,0,10
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Latvia,LVA,G,FI,P,0,0,10,0,10
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Rep. of Moldova,MDA,G,FI,P,0,5,27,17,49
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Malta,MLT,G,FI,P,0,31,0,11,42
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Netherlands,NLD,G,FI,P,5,0,170,361,536
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Norway,NOR,G,FI,P,0,0,14,31,45
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Peru,PER,G,FI,P,5,0,0,0,5
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Poland,POL,G,FI,P,16,51,696,434,1197
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Portugal,PRT,G,FI,P,5,191,5,60,261
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Romania,ROU,G,FI,P,5,0,0,5,10
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Russian Federation,RUS,G,FI,P,33,0,0,302,335
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Serbia and Kosovo: S/RES/1244 (1999),SRB,G,FI,P,0,5,0,0,5
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Spain,ESP,G,FI,P,16,50,345,0,411
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Slovakia,SVK,G,FI,P,0,0,14,5,19
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Sweden,SWE,G,FI,P,15,47,1213,367,1642
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Switzerland,CHE,G,FI,P,5,19,87,73,184
2016,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,89 ,20 ,21 ,71 ,46%,31%,14.70,10.30,-4.40,104%,12%,Uruguay,URY,G,FI,P,0,0,0,5,5
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Argentina,ARG,G,FI,P,12,0,5,35,52
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Armenia,ARM,G,FI,P,13,0,0,0,13
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Australia,AUS,G,FI,P,0,0,18,0,18
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Belgium,BEL,G,FI,P,30,15,200,0,245
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Belarus,BLR,G,FI,P,0,518,15,16,549
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Brazil,BRA,G,FI,P,5,0,0,0,5
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Canada,CAN,G,FI,P,102,0,48,12,162
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Costa Rica,CRI,G,FI,P,5,0,0,0,5
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Cyprus,CYP,G,FI,P,0,0,86,23,109
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Czechia,CZE,G,FI,P,10,25,276,196,507
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Denmark,DNK,G,FI,P,0,0,30,0,30
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Estonia,EST,G,FI,P,0,10,5,5,20
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,France,FRA,G,FI,P,43,119,460,5,627
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,13,5,107,45,170
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Georgia,GEO,G,FI,P,0,17,5,10,32
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Greece,GRC,G,FI,P,0,17,50,23,90
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Hungary,HUN,G,FI,P,0,0,5,5,10
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Iceland,ISL,G,FI,P,0,0,0,5,5
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Ireland,IRL,G,FI,P,0,0,17,12,29
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Italy,ITA,G,FI,P,42,1222,460,109,1833
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Kyrgyzstan,KGZ,G,FI,P,5,0,0,0,5
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,787,786 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Liechtenstein,LIE,G,FI,P,0,0,0,12,12
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Lithuania,LTU,G,FI,P,0,5,0,10,15
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Luxembourg,LUX,G,FI,P,0,0,10,0,10
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Latvia,LVA,G,FI,P,0,0,0,5,5
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Rep. of Moldova,MDA,G,FI,P,0,0,27,5,32
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Mexico,MEX,G,FI,P,5,0,0,0,5
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Malta,MLT,G,FI,P,0,10,81,18,109
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Netherlands,NLD,G,FI,P,0,0,71,15,86
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Norway,NOR,G,FI,P,0,0,21,12,33
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Poland,POL,G,FI,P,56,199,354,248,857
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Portugal,PRT,G,FI,P,5,40,10,0,55
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Romania,ROU,G,FI,P,0,0,10,0,10
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Russian Federation,RUS,G,FI,P,14,0,0,91,105
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Serbia and Kosovo: S/RES/1244 (1999),SRB,G,FI,P,0,0,5,0,5
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Spain,ESP,G,FI,P,27,273,3017,82,3399
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Sweden,SWE,G,FI,P,5,5,401,211,622
2017,Ukraine,UKR,Europe,0,0,0,2.4%," 46,509,355 ",0.1%,2.5%,83 ,19 ,21 ,72 ,46%,31%,14.50,9.40,-5.10,101%,13%,Switzerland,CHE,G,FI,P,0,5,44,58,107
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Argentina,ARG,G,FI,P,13,0,0,35,48
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Armenia,ARM,G,FI,P,0,0,0,5,5
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Belarus,BLR,G,FI,P,0,836,17,30,883
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Brazil,BRA,G,FI,P,5,0,0,0,5
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Canada,CAN,G,FI,P,246,0,45,16,307
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Cyprus,CYP,G,FI,P,0,0,0,19,19
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Czechia,CZE,G,FI,P,5,13,222,137,377
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Denmark,DNK,G,FI,P,0,0,25,0,25
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Estonia,EST,G,FI,P,0,0,5,0,5
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Finland,FIN,G,FI,P,0,0,20,5,25
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,France,FRA,G,FI,P,41,54,373,15,483
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,5,10,151,62,228
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Georgia,GEO,G,FI,P,0,5,5,0,10
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Greece,GRC,G,FI,P,0,10,46,28,84
